CUSTOMER_ID,IS_DENTAL,FIRST_ORDER_AT,LIFETIME_GROSS_MERCHANDISE_VALUE,LIFETIME_ORDERS
8884671487962896167,false,2025-10-28 13:07:56.470,29.04,1
2604343057176217710,true,2019-11-18 16:44:29.855,301343.66,198
8528911089898970766,true,2016-08-26 11:51:44.719,83520.81,677
-5328336543961747444,true,2019-06-19 02:37:44.381,52758.59,239
3761105013342889957,true,2015-01-26 10:30:20.602,130348.38,664
1072403523336359348,true,2024-01-26 13:33:04.812,23414.81,74
-4507299144122112964,true,2016-01-18 10:33:19.773,65824.73,71
6474046843368862823,true,2023-08-26 13:38:27.637,39488.51,101
8393387524349015855,true,2020-11-04 13:45:14.360,16094.22,96
-7367065019912019332,true,2019-01-02 11:02:55.635,88115.56,291
3831370125925335209,true,2024-06-26 17:07:37.446,4801.1,25
3440111731621374075,true,2021-06-30 11:09:00.181,16222.04,159
5525802139341122046,true,2020-10-09 17:35:40.141,74117.4,258
7814111334829985481,true,2015-11-17 19:30:21.066,83168.19,147
-262044201013102115,true,2024-05-20 12:09:57.770,24723.11,117
-5712902764455754754,true,2007-07-27 19:44:18.646,6342.36,31
-2951091424803059951,true,2022-03-22 17:02:44.212,9510.09,49
1112050267820543823,true,2003-12-23 21:36:00.000,37392.75,144
-90983638799129013,true,2016-02-03 16:36:48.492,15588.46,98
-7341822358396340548,true,2025-06-28 16:28:50.402,5972.31,6
5647848338065831690,true,2019-07-29 12:47:12.434,1025.85,10
252248464180772104,true,2017-09-19 18:26:54.011,923.32,5
2114797091631182835,false,2024-09-29 19:17:11.990,176.99,5
-3832921766292435050,true,2023-10-09 13:57:20.024,36747.95,52
3810125215854502879,true,2025-04-10 19:53:10.059,6988.55,25
836195153445485879,true,2023-02-07 17:10:12.343,25404.66,230
4065570099519799484,true,2021-12-26 23:34:46.695,26442.67,70
-7016679508125858683,true,2022-09-01 14:28:06.357,13184.54,42
1504697643860512741,true,2021-03-25 23:03:32.261,19250.74,230
4482491876706693144,true,2019-10-07 22:38:05.969,92669.81,317
4001454841021032385,true,2018-10-25 13:18:44.208,19796.63,74
-2450250674036347054,true,2015-11-11 14:49:42.147,104584.19,572
-4845116999948813909,true,2023-07-07 16:09:56.002,31329.79,37
5368768562936677840,true,2019-12-27 13:26:02.320,2627.36,18
1820730103627359219,true,2025-09-08 20:46:54.998,2971.18,6
5661993805536089136,true,2007-07-17 20:06:03.650,36980.01,230
2969231083182388469,true,2021-05-05 13:45:47.000,2769.83,19
-8892606902071668942,false,2024-05-25 11:03:08.775,250.64,3
5218942563360584609,true,2019-03-12 13:03:43.152,30091.01,209
4537064742090648708,true,2017-01-22 18:53:02.972,11166.02,83
7343914062789781316,true,2019-09-17 13:53:47.837,59584.32,287
-868422299888365411,true,2022-06-01 11:27:18.134,55551.4,172
8095521345722569386,true,2023-12-13 21:46:37.364,3723.58,20
-1651861727955592483,true,2017-10-07 22:03:13.938,5072.39,18
-7402705989230750630,false,2025-08-19 19:57:56.245,471.52,3
-2452121217336302858,false,2025-10-19 13:29:18.447,107.18,1
3631336916863305178,true,2025-10-14 11:30:03.615,396.84,1
-2804052406316833311,false,2025-10-23 17:08:45.560,1.99,1
-1898304865487574407,true,2022-05-13 19:12:18.796,23559.29,73
2779842494571471718,true,2006-10-24 16:54:48.000,45757.42,232
7968957129237549075,true,2021-03-10 10:18:16.208,43480.66,137
2029163938724583956,true,2022-02-07 15:25:50.646,4827.35,29
-6398918052210256901,true,2016-02-12 16:03:36.542,128522.88,284
-2014769384690355698,true,2017-04-25 09:23:07.528,50324.25,273
8862441697306123312,true,2014-02-14 08:12:26.595,54026.26,153
8372069674056038536,true,2018-07-18 17:03:36.566,108891.82,115
5023773570441919973,false,2019-12-03 22:27:03.976,51627.66,61
-3875774728945056361,true,2014-06-26 14:04:50.443,30813.52,316
4268371689001510813,true,2019-09-23 17:19:48.696,33799.15,55
6804599889610575027,true,2020-12-02 15:29:01.890,61055.04,181
2438643137835920306,true,2024-02-23 12:13:43.508,12667.13,59
-6022878899132807007,true,2019-05-29 23:22:38.352,8971.42,67
8861604406543428589,true,2017-03-29 18:40:05.607,25611.26,143
5785413560042809515,true,2020-03-31 10:16:22.003,16194.72,234
1570771406748834464,true,2011-03-21 13:29:01.142,21048.15,108
-1776526353779415982,true,2020-03-13 18:19:42.272,42374.76,105
-5144535420927244585,true,2017-10-19 11:58:21.903,21827.48,147
-5623878819543378017,true,2019-09-25 14:27:34.149,28129.16,130
-438835768283830056,true,2025-09-24 15:00:55.992,1334.02,5
-3926486492874304311,true,2019-09-03 16:38:18.365,3580.72,25
-4394679583206904734,true,2024-11-20 17:16:58.116,25615.41,34
-1301974547141994239,true,2019-07-19 15:18:26.500,31162.59,130
8304336464318913942,true,2018-04-18 16:17:09.119,45934.48,83
-2170875995036292399,true,2019-02-15 17:43:25.841,10925.35,69
-8033752907327502752,true,2020-08-17 17:55:55.069,15229.79,57
-368956335185191913,true,2020-11-20 22:43:32.133,4495.97,13
-7558742542104149969,true,2025-03-13 14:17:15.901,574.98,2
3140336726791548835,true,2013-08-11 21:25:18.075,422413.15,950
5680486275957555897,true,2021-03-08 09:57:38.558,234404.99,292
-1248005857423188970,true,2015-11-30 13:31:01.368,55332.55,250
2645930060732137402,true,2024-11-11 13:03:40.760,11679.06,34
6438992062055913257,true,2022-08-16 01:01:11.849,74329,161
1932674734822758100,true,2013-04-14 16:35:30.489,28154.41,87
9164382547227046466,true,2023-10-26 14:41:51.051,26903.73,88
-7568602635101499978,true,2025-04-08 09:00:43.647,1174.33,19
4216898015894010113,true,2020-07-29 12:23:02.810,477.18,5
8448593708916332687,true,2021-07-11 17:42:50.809,23344.25,78
-3020513364131557223,true,2016-10-07 14:11:59.027,112791.33,405
-5234219229906079748,true,2023-01-10 21:43:41.353,69914.1,233
-5113630315771214723,true,2024-08-08 19:03:03.723,13151.99,38
6500487603356072005,true,2017-12-09 14:13:26.982,170390.07,851
-9136335887577470766,true,2015-01-01 13:38:52.630,154103.61,416
-1758316883269456756,true,2015-10-08 12:19:30.723,58701.87,401
-5895409863169414850,true,2021-10-13 12:04:44.027,10433.83,94
1266254019327008912,true,2012-01-30 11:18:54.122,35424.05,124
6625316952084126580,true,2017-12-22 14:15:29.470,30221.99,336
-969021392537607677,true,2023-01-15 03:14:47.133,14398.41,53
-3240747047012593968,true,2023-12-12 08:00:35.694,14134.46,40
2616973634524587533,true,2022-03-23 14:11:02.937,8420.75,17
7292862415556203690,true,2025-02-24 22:07:08.758,3207.32,13
-5392013917566664820,true,2023-10-16 17:52:18.897,2138,18
3419235558942835024,true,2021-03-16 22:49:27.730,2735.65,19
6227025376330564954,false,2019-09-12 14:41:10.209,88.95,3
3734233607025567149,true,2025-10-28 09:43:22.147,450,1
3997567916718751748,true,2017-12-27 18:02:30.651,5867.92,33
-5487565198181480362,true,2023-04-27 13:10:45.172,11667.44,79
4909347652248299223,true,2024-12-11 16:54:49.154,489.22,7
-3865054522330204811,false,2025-10-06 17:18:29.773,11.68,1
3025767056814352903,true,2003-08-18 01:49:55.000,68099.8,234
-6579300594233133011,true,2021-02-03 18:03:21.418,67558.72,106
-4923948174227934415,true,2021-04-11 13:45:44.184,59533.1,355
-6722151406198308077,true,2019-09-02 19:47:59.264,48329.8,222
-5825201381241180419,true,2017-06-04 01:05:31.668,81512.25,258
-3419500037464260611,true,2018-05-29 17:15:19.151,23116.29,93
-392766620579205373,true,2019-12-10 13:27:07.451,3516.15,41
-7636853497605949619,true,2025-04-01 09:32:06.700,108.25,2
-7027408615273175744,true,2012-12-13 15:33:49.562,6610.75,33
2006765437503818025,true,2017-08-24 19:21:19.191,69644.66,348
7002404817562276725,true,2017-03-06 13:56:41.612,43537.53,462
9200893105744097519,true,2022-04-13 11:36:50.633,50868,75
-4985011643911316038,true,2023-04-27 19:50:03.130,14606.09,30
-4597813839781798441,true,2021-04-17 11:54:35.766,5232.49,34
2145776942594929027,true,2015-06-03 08:22:20.053,372954.37,237
5401050892495374596,true,2019-11-21 13:32:49.735,27265.15,160
-8727662313228869424,true,2024-04-10 08:48:33.369,6454.12,15
-1307350681790430023,true,2024-12-30 13:04:02.309,765.37,7
3076299098954649066,true,2024-02-06 15:12:54.931,680.15,7
-5307963627674447829,true,2021-04-30 15:30:12.132,2834.36,8
8979290228835887912,false,2025-10-21 23:29:22.071,11.44,1
-1685581799765366428,true,2015-07-23 16:26:53.630,85511.7,542
2975010763589449473,true,2023-02-01 01:51:44.986,36269.89,48
-981422447445314977,true,2009-02-03 11:23:22.928,86932.99,210
-7318407237824995769,true,2017-02-22 12:32:26.555,109495.8,719
-216319143410342297,true,2015-10-29 13:32:28.409,167597.98,369
4380329610558992996,true,2018-09-07 11:14:18.384,23559,131
-2467916762644314606,true,2014-03-28 13:35:00.200,50627.11,514
-3109094291506472917,true,2023-11-14 22:48:46.390,31391.71,68
-461561543806448565,true,2021-10-22 09:28:37.919,64578.73,145
-6188771013316138061,true,2024-09-03 17:11:54.005,760.45,8
8070011833580382915,true,2020-09-06 04:50:32.657,3042.68,20
3134480590891184168,true,2022-10-04 14:40:57.216,851.89,7
-2439763236102362522,false,2022-01-03 11:55:17.747,1430.5,10
3419861883739847040,true,2019-04-05 13:05:09.150,9626.51,68
9045337210838711910,true,2022-10-03 14:04:49.071,7535.07,37
3938246571108849201,true,2009-01-27 10:51:26.815,70264.91,376
1792442775035867671,true,2022-05-24 17:49:58.836,13462.72,66
4930895272974033993,true,2024-06-19 21:06:39.306,1955.92,13
3463778981708378728,true,2023-11-03 11:17:16.118,760.54,8
7542298451376566391,true,2019-11-12 12:36:37.349,1005.28,9
5861777123006537675,true,2025-04-03 13:46:41.128,573.66,4
-6167475060474993950,true,2018-12-06 19:32:33.432,216619.29,317
-773876096682585722,true,2015-03-24 20:58:58.295,176071.98,371
1443310391169941557,true,2020-09-17 15:11:45.648,98891.8,189
-2288459174533873074,true,2010-01-18 13:46:03.105,57307.7,180
-7903146783370753985,true,2021-12-30 18:43:58.142,60454.83,110
-4831399955556705083,true,2017-11-28 10:46:11.124,36176.22,64
1307694251667364838,true,2025-06-25 16:37:52.204,8245.8,12
6819217076037106369,true,2025-01-02 14:14:33.484,1339.3,18
-1927134741480120976,true,2019-10-17 10:41:25.041,14529.04,84
-3322729154578621612,true,2022-10-29 11:08:36.956,7178.26,77
-5468511371259115095,true,2020-03-19 22:44:31.958,1443.23,26
-6371055244084518064,true,2025-06-06 11:53:47.785,430.69,4
-4482863720128278929,true,2023-04-26 14:45:46.519,7049.91,56
8882603841518384155,true,2025-10-23 06:15:02.832,236.28,1
-2760381084098483417,true,2025-04-23 12:35:57.077,142.42,2
-8297682473541397274,false,2024-11-26 15:12:25.896,392.21,3
-4722663828808475162,true,2025-10-30 09:23:35.611,22.32,1
8103418717677700350,false,2025-10-20 10:02:44.145,29.93,1
8782769983751508027,true,2013-10-22 14:11:33.239,98308.3,121
6132411596566359143,true,2025-10-08 16:57:58.984,42.65,1
4353694525149380813,true,2020-10-14 09:56:03.745,64640.11,393
-8673602180364225548,true,2008-07-24 23:11:27.856,68958.78,671
-3871193411751616417,true,2005-11-23 00:01:42.000,95929.97,448
-5677869939218674781,true,2017-05-13 17:15:31.561,48042.63,266
4747985084229343205,true,2023-11-30 20:38:08.048,36370.37,96
7277415933300813050,true,2023-04-27 13:01:06.948,51127.62,47
-4103937508044823822,true,2021-02-10 09:34:45.716,291213.95,282
-696734927198917533,true,2024-02-14 14:00:17.734,11803.51,36
6588360940066089281,true,2021-04-30 15:21:51.097,7718.93,56
-791582914283896379,true,2018-03-01 19:01:25.906,56090.64,273
2809048701618797351,true,2017-09-13 19:14:11.298,37858.8,152
-7318508943097916890,true,2015-10-02 15:10:59.490,64618.56,268
1351987659312592825,true,2019-10-07 19:43:16.460,29257.4,367
7100707772015465332,true,2020-09-03 16:27:11.510,38499.76,143
6030451121491655212,true,2023-08-21 12:58:20.522,25504.37,133
-4291827055163818066,true,2021-04-23 11:52:24.511,1506.67,12
8047417364836490198,true,2016-01-28 10:25:54.518,6226.34,67
3110731147152047129,true,2023-01-09 13:16:37.355,21929.17,83
7208151813341107147,true,2025-01-27 11:47:22.264,13988.78,36
5033959380560909384,true,2018-11-24 12:56:48.647,16610.76,126
3924381800879613504,false,2016-03-11 13:26:46.387,36079.53,296
-5419735453074671942,true,2024-04-05 15:22:07.736,5918.08,21
-4797902116564411547,true,2022-04-11 13:44:05.899,11469.28,61
-1418427791686723671,true,2023-02-07 17:21:39.441,3066.42,24
7499890718330313003,true,2025-10-27 23:27:51.314,1160.12,2
5826372267249708015,false,2024-01-15 10:14:37.533,483.5,6
8077688078859836519,true,2025-08-01 11:10:11.452,799.2,5
6263865316940424412,false,2025-10-13 19:35:23.875,130.34,1
4240988050996998290,true,2019-09-27 14:12:29.362,46652.77,113
1474825763102208624,true,2016-07-19 10:40:02.161,35034.53,132
-7661338632580257266,true,2016-01-26 17:42:41.228,35441.22,167
-6950706431041588622,true,2019-06-04 11:30:08.324,30913.42,129
4339311051504844557,true,2019-07-24 21:14:36.859,15486.65,179
-6228712094571325683,true,2018-08-04 16:35:41.449,11061.75,99
-119128413494356781,true,2022-06-02 19:45:26.669,15780.14,64
-2432562251373751610,false,2023-11-01 15:18:16.044,259.7,5
-485873936342857849,false,2025-10-03 18:20:08.710,15.98,1
5283037201051555336,true,2017-09-19 15:55:49.150,77491.5,431
7274858981747136014,true,2018-05-15 01:06:44.332,121323.55,413
-4949110483726268329,true,2022-09-22 15:31:56.697,23160.33,82
7525091940828519946,true,2018-05-21 11:34:13.973,154250.5,406
-4600908934107666230,true,2021-11-23 15:34:37.164,42385.02,87
-7104413882072034190,true,2022-10-13 15:23:38.641,26254.72,35
3684867329139201864,false,2018-05-30 14:53:35.136,12550,39
6886865408074839555,true,2023-12-18 17:01:37.664,9015.29,45
-6124877186642993495,true,2023-10-31 12:18:40.128,2554.03,14
2678675071121112277,true,2025-02-01 09:47:19.787,1009.96,7
8637355865766707937,true,2025-02-19 19:58:29.116,2930.15,25
-7618560134377257829,true,2020-04-23 09:48:28.144,6669.3,41
-5023245215260555362,true,2024-09-05 12:41:11.433,1824.39,24
-266176119212130083,true,2024-07-31 08:16:14.457,7056.31,22
-4949762591018197922,true,2023-02-10 18:15:31.697,71808.9,178
1391638910644422156,true,2025-10-21 12:38:41.112,18.99,1
7060566806472201224,true,2015-12-31 01:27:10.843,180316.08,732
-4649314086885983641,true,2018-03-11 17:44:00.978,118261.41,245
2855634569559602664,true,2017-01-19 13:34:59.754,4903.59,24
-1948351852294750828,true,2017-03-22 17:55:18.001,59252.33,99
2998554822827575674,true,2022-05-01 01:44:03.230,6459.66,40
1111404944131470801,true,2024-04-09 14:41:05.792,2758.21,42
-5472741752667124303,true,2024-12-06 14:30:22.071,7333.13,19
-522574765087181034,true,2022-01-22 10:11:20.136,23091.09,168
-1009004032182771340,true,2019-07-02 17:44:33.266,89090.95,112
8312440405496418724,true,2019-12-03 22:35:44.117,9566.35,46
-2794631249507023947,true,2015-12-17 16:00:00.691,63923.21,194
-5266476356658297092,true,2023-06-05 12:30:17.617,22917.39,51
-3240975472082285701,true,2021-01-26 12:55:47.865,11512.17,44
19393587903491397,true,2017-08-01 13:58:29.866,15305.65,92
-2015394873003752425,false,2020-02-24 13:46:21.381,50176.11,167
-6113527236147280333,true,2020-09-15 20:34:19.505,23483.02,93
187738459608518570,true,2015-07-17 19:11:05.839,114894.7,394
-7658073455632926087,true,2023-08-09 15:00:25.217,1906.29,9
2851803424832531432,true,2022-08-12 18:38:36.009,12573.18,73
9056972090120677302,true,2024-09-14 12:42:17.434,2601.18,7
1277546723247051251,true,2025-06-02 23:51:18.189,981.76,5
240314959095991262,false,2024-10-03 19:44:08.155,39.19,2
-204106717134984039,true,2023-12-21 14:13:38.260,355.14,2
7416593975651806442,true,2024-08-19 17:04:44.717,13585.73,68
-6888191003693401587,true,2013-11-21 09:57:04.805,81133.41,234
